	English	Arabic	time/m.s
656	"“You are not a shoemaker by trade?” said Mr. Lorry, looking steadfastly at him.
"	"[{'translation_text': 'وقال السيد لوري ""أنت لست صانع أحذية بالمقايضة؟"" وهو ينظر إليه بثبات.'}]"	0.72
657	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
658	"His haggard eyes turned to Defarge as if he would have transferred the question to him: but as no help came from that quarter, they turned back on the questioner when they had sought the ground.
"	[{'translation_text': 'واتجهت عيناه اللتان كانا على وشك أن ينقلا له السؤال. ولكن لما لم تأت عون من ذلك الحي، رجعا إلى المستجوب عندما طلبا الأرض.'}]	1.5
659	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.3
660	"“I am not a shoemaker by trade? No, I was not a shoemaker by trade. I-I learnt it here. I taught myself. I asked leave to–”
"	"[{'translation_text': '""أنا لست صانع أحذية بالمقايضة؟ لا، لم أكن صانع أحذية بالمقايضة، تعلمته هنا، علمت نفسي، طلبت الإذن""'}]"	1.03
661	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
662	"He lapsed away, even for minutes, ringing those measured changes on his hands the whole time. His eyes came slowly back, at last, to the face from which they had wandered; when they rested on it, he started, and resumed, in the manner of a sleeper that moment awake, reverting to a subject of last night.
"	[{'translation_text': 'ونزل بعيدا، ولو لدقائق، رنق تلك التغيرات المقاسة على يديه طوال الوقت. عادت عينيه ببطء، في الماضي، إلى الوجه الذي ساروا منه؛ عندما ارتادوا عليه، بدأ، واستؤنف، على طريقة نوم تلك اللحظة مستيقظا، وعاد إلى موضوع ليلة أمس.'}]	1.82
663	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
664	"“I asked leave to teach myself, and I got it with much difficulty after a long while, and I have made shoes ever since.”
"	"[{'translation_text': '""طلبت مني أن أغادر لأعلّم نفسي، وحصلت عليه بصعوبة كبيرة بعد فترة طويلة، وقد صنعت الأحذية منذ ذلك الحين. ""'}]"	0.94
665	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
666	"As he held out his hand for the shoe that had been taken from him, Mr. Lorry said, still looking steadfastly in his face:
"	[{'translation_text': 'ولما رفع يده للحذاء المأخوذ منه قال السيد لوري وهو ينظر بثبات في وجهه.'}]	0.83
667	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
668	"“Monsieur Manette, do you remember nothing of me?”
"	"[{'translation_text': '""السيّد (مانيت)، ألا تتذكر شيئاً منّي؟""'}]"	0.64
669	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.29
670	"The shoe dropped to the ground, and he sat looking fixedly at the questioner.
"	[{'translation_text': 'سقط الحذاء على الأرض، وجلس ينظر بشكل ثابت إلى المستجوب.'}]	0.51
671	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
672	"“Monsieur Manette”; Mr. Lorry laid his hand upon Defarge’s arm; “do you remember nothing of this man? Look at him. Look at me. Is there no old banker, no old business, no old servant, no old time, rising in your mind, Monsieur Manette?”
"	"[{'translation_text': '""السيّر مانيت""؛ السيد لوري وضع يده على ذراع ديفارج؛ ""ألا تتذكر شيئاً من هذا الرجل؟ انظر إليه. انظر إلي. أليس هناك مصرفي قديم، لا أعمال تجارية قديمة، لا خادم قديم، لا زمن قديم، يرتفع في عقلك، سيد مانيت؟"".'}]"	2.02
673	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
674	"As the captive of many years sat looking fixedly, by turns, at Mr. Lorry and at Defarge, some long obliterated marks of an actively intent intelligence in the middle of the forehead, gradually forced themselves through the black mist that had fallen on him. They were overclouded again, they were fainter, they were gone; but they had been there. And so exactly was the expression repeated on the fair young face of her who had crept along the wall to a point where she could see him, and where she now stood looking at him, with hands which at first had been only raised in frightened compassion, if not even to keep him off and shut out the sight of him, but which were now extending towards him, trembling with eagerness to lay the spectral face upon her warm young breast, and love it back to life and hope–so exactly was the expression repeated (though in stronger characters) on her fair young face, that it looked as though it had passed like a moving light, from him to her.
"	[{'translation_text': 'بينما كان أسيراً لسنوات عديدة جالساً ينظر بثبات، بالتناوب، إلى السيد لوري وفي ديفارج، بعض العلامات المبطنة منذ زمن طويل لذكاء نشط في منتصف الجبهة، أجبروا أنفسهم تدريجياً من خلال الضباب الأسود الذي سقط عليه. كانوا مغمورين مرة أخرى، كانوا أكثر استهاناً، لكنهم كانوا هناك. وكذلك بالضبط التعبير الذي تكرر على الوجه الشاب العادل لها التي تسللت على الحائط إلى نقطة حيث يمكنها أن تراه، حيث وقفت الآن تنظر إليه،'}]	4.01
675	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
676	"Darkness had fallen on him in its place. He looked at the two, less and less attentively, and his eyes in gloomy abstraction sought the ground and looked about him in the old way. Finally, with a deep long sigh, he took the shoe up, and resumed his work.
"	[{'translation_text': 'فسقط عليه ظلام في مكانه. نظر الى الاثنين اقل واقل واقل انتباها. واما عيناه في كآبة تجريف فطلبا الارض ونظرا اليه في الطريق القديم. وفي النهاية رفع الحذاء واستأنف عمله بتكبّد طويل جدا.'}]	1.99
677	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.3
678	"“Have you recognised him, monsieur?” asked Defarge in a whisper.
"	"[{'translation_text': '""هل تعرفت عليه يا سيدي؟"" سأل المرافعة في همسة.'}]"	0.6
679	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
680	"“Yes; for a moment. At first I thought it quite hopeless, but I have unquestionably seen, for a single moment, the face that I once knew so well. Hush! Let us draw further back. Hush!”
"	"[{'translation_text': '""نعم؛ للحظة واحدة. في البداية اعتقدت أنه أمر ميئوس منه تماما، ولكنني رأيت بلا شك، للحظة واحدة، الوجه الذي عرفته جيدا ذات مرة. هوش! دعونا نسحب أبعد من ذلك. هوش!""'}]"	1.57
681	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
682	"She had moved from the wall of the garret, very near to the bench on which he sat. There was something awful in his unconsciousness of the figure that could have put out its hand and touched him as he stooped over his labour.
"	[{'translation_text': 'وكانت قد تحركت من سور الحجاب، بالقرب من المقعد الذي جلس عليه، وكان هناك شيء فظيع في غياهب عقله عن الشكل الذي كان يمكن أن يخرج يده ويلمسه وهو يتدلى على عمله.'}]	1.37
683	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
684	"Not a word was spoken, not a sound was made. She stood, like a spirit, beside him, and he bent over his work.
"	[{'translation_text': 'ولم يُنطق بكلمة ولم يُصنع صوت. وقفت كالروح بجانبه وانحنى على عمله.'}]	0.74
